trial_id,experiment_id,source_id,country,state,region,district,latitude,longitude,crop,crop_type,season,year,treatment,product_name,product_category,bio_applied,bio_product_type,bio_dosage_l_ha,control_group,treated_group,soil_organic_carbon,soil_soc,soil_ph,nitrogen_kgha,phosphorus_kgha,potassium_kgha,clay_content_pct,sulphur_ppm,zinc_ppm,boron_ppm,avg_temperature_c,heat_stress_days,cumulative_rainfall_mm,growing_degree_days,humidity_pct,wind_speed_kmh,solar_rad_mj,peak_ndvi,yield,observed_yield_q_acre,baseline_yield,treatment_yield,yield_difference,yield_percentage_change,bio_attributed_lift_q,net_profit_rs,field_id,trial_design,replication_count,source,source_url
TR-2022-TA-00263,EXP-2022-TA-GRO-0132,ICAR_SYNGENTA_TRIALS,India,Tamil Nadu,Tamil Nadu & Cauvery Delta,Coimbatore,11.0168,76.9558,Groundnut (Peanut),Groundnut (Peanut),Kharif,2022,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.69,0.69,7.58,215.2,17.2,298.2,21.4,16.6,0.77,0.41,27.1,3,805.7,1761.5,74.9,14.7,18.1,0.727,10.85,10.85,10.85,10.85,0.0,0.0,0.0,0.0,IND_FIELD_0263,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-TA-00264,EXP-2022-TA-GRO-0132,ICAR_SYNGENTA_TRIALS,India,Tamil Nadu,Tamil Nadu & Cauvery Delta,Coimbatore,11.0168,76.9558,Groundnut (Peanut),Groundnut (Peanut),Kharif,2022,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,1.5,0,1,0.69,0.69,7.58,215.2,17.2,298.2,21.4,16.6,0.77,0.41,27.1,3,805.7,1761.5,74.9,14.7,18.1,0.727,12.53,12.53,10.85,12.53,1.68,15.48,1.68,6378.0,IND_FIELD_0264,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-MA-00265,EXP-2022-MA-TUR-0133,ICAR_SYNGENTA_TRIALS,India,Maharashtra,Maharashtra & Vidarbha (Deccan),Nagpur,21.1458,79.0882,Tur / Pigeon Pea (Arhar),Tur / Pigeon Pea (Arhar),Kharif,2022,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.46,0.46,7.77,213.2,19.3,335.4,33.5,19.5,1.05,0.65,27.1,6,779.1,1761.5,78.4,6.5,15.3,0.672,6.83,6.83,6.83,6.83,0.0,0.0,0.0,0.0,IND_FIELD_0265,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-MA-00266,EXP-2022-MA-TUR-0133,ICAR_SYNGENTA_TRIALS,India,Maharashtra,Maharashtra & Vidarbha (Deccan),Nagpur,21.1458,79.0882,Tur / Pigeon Pea (Arhar),Tur / Pigeon Pea (Arhar),Kharif,2022,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.46,0.46,7.77,213.2,19.3,335.4,33.5,19.5,1.05,0.65,27.1,6,779.1,1761.5,78.4,6.5,15.3,0.672,7.39,7.39,6.83,7.39,0.56,8.2,0.56,776.0,IND_FIELD_0266,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-MA-00267,EXP-2025-MA-CHI-0134,ICAR_SYNGENTA_TRIALS,India,Maharashtra,Maharashtra & Vidarbha (Deccan),Nagpur,21.1458,79.0882,Chickpea (Gram / Chana),Chickpea (Gram / Chana),Rabi,2025,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.35,0.35,7.61,169.6,12.5,351.9,31.6,15.7,0.52,0.55,34.7,6,112.8,2255.5,58.5,14.4,20.8,0.663,6.77,6.77,6.77,6.77,0.0,0.0,0.0,0.0,IND_FIELD_0267,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-MA-00268,EXP-2025-MA-CHI-0134,ICAR_SYNGENTA_TRIALS,India,Maharashtra,Maharashtra & Vidarbha (Deccan),Nagpur,21.1458,79.0882,Chickpea (Gram / Chana),Chickpea (Gram / Chana),Rabi,2025,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,1.5,0,1,0.35,0.35,7.61,169.6,12.5,351.9,31.6,15.7,0.52,0.55,34.7,6,112.8,2255.5,58.5,14.4,20.8,0.663,7.31,7.31,6.77,7.31,0.54,7.98,0.54,1134.0,IND_FIELD_0268,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-KA-00269,EXP-2022-KA-SOY-0135,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Soybean,Soybean,Kharif,2022,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.53,0.53,6.38,292.8,22.7,284.1,28.0,7.6,0.9,0.32,28.3,3,771.1,1839.5,69.1,13.0,16.4,0.718,10.75,10.75,10.75,10.75,0.0,0.0,0.0,0.0,IND_FIELD_0269,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-KA-00270,EXP-2022-KA-SOY-0135,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Soybean,Soybean,Kharif,2022,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.53,0.53,6.38,292.8,22.7,284.1,28.0,7.6,0.9,0.32,28.3,3,771.1,1839.5,69.1,13.0,16.4,0.718,11.83,11.83,10.75,11.83,1.08,10.05,1.08,3168.0,IND_FIELD_0270,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-UT-00271,EXP-2025-UT-MUS-0136,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Mustard / Rapeseed,Mustard / Rapeseed,Rabi,2025,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.62,0.62,7.04,181.4,24.4,223.7,24.1,22.4,1.15,0.62,28.7,1,128.8,1865.5,70.6,6.0,19.3,0.669,5.75,5.75,5.75,5.75,0.0,0.0,0.0,0.0,IND_FIELD_0271,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-UT-00272,EXP-2025-UT-MUS-0136,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Mustard / Rapeseed,Mustard / Rapeseed,Rabi,2025,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,1.5,0,1,0.62,0.62,7.04,181.4,24.4,223.7,24.1,22.4,1.15,0.62,28.7,1,128.8,1865.5,70.6,6.0,19.3,0.669,5.87,5.87,5.75,5.87,0.12,2.09,0.12,-798.0,IND_FIELD_0272,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2021-TA-00273,EXP-2021-TA-MUS-0137,ICAR_SYNGENTA_TRIALS,India,Tamil Nadu,Tamil Nadu & Cauvery Delta,Coimbatore,11.0168,76.9558,Mustard / Rapeseed,Mustard / Rapeseed,Rabi,2021,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.48,0.48,8.36,249.5,13.3,304.4,21.2,17.8,0.76,0.54,32.5,3,30.0,2112.5,39.7,8.2,19.9,0.764,6.16,6.16,6.16,6.16,0.0,0.0,0.0,0.0,IND_FIELD_0273,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2021-TA-00274,EXP-2021-TA-MUS-0137,ICAR_SYNGENTA_TRIALS,India,Tamil Nadu,Tamil Nadu & Cauvery Delta,Coimbatore,11.0168,76.9558,Mustard / Rapeseed,Mustard / Rapeseed,Rabi,2021,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,1.5,0,1,0.48,0.48,8.36,249.5,13.3,304.4,21.2,17.8,0.76,0.54,32.5,3,30.0,2112.5,39.7,8.2,19.9,0.764,6.68,6.68,6.16,6.68,0.52,8.44,0.52,1042.0,IND_FIELD_0274,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-TA-00275,EXP-2022-TA-SOY-0138,ICAR_SYNGENTA_TRIALS,India,Tamil Nadu,Tamil Nadu & Cauvery Delta,Coimbatore,11.0168,76.9558,Soybean,Soybean,Kharif,2022,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.64,0.64,7.68,245.7,17.5,286.4,14.6,11.7,0.94,0.43,28.7,3,724.7,1865.5,74.1,9.9,17.0,0.696,11.07,11.07,11.07,11.07,0.0,0.0,0.0,0.0,IND_FIELD_0275,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-TA-00276,EXP-2022-TA-SOY-0138,ICAR_SYNGENTA_TRIALS,India,Tamil Nadu,Tamil Nadu & Cauvery Delta,Coimbatore,11.0168,76.9558,Soybean,Soybean,Kharif,2022,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.64,0.64,7.68,245.7,17.5,286.4,14.6,11.7,0.94,0.43,28.7,3,724.7,1865.5,74.1,9.9,17.0,0.696,10.93,10.93,11.07,10.93,0.0,0.0,0.0,-1800.0,IND_FIELD_0276,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2021-UT-00277,EXP-2021-UT-TOM-0139,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Tomato,Tomato,Annual,2021,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.43,0.43,6.96,270.9,23.2,313.3,45.7,10.8,0.71,0.61,23.2,0,159.9,1508.0,52.8,8.0,19.2,0.619,146.25,146.25,146.25,146.25,0.0,0.0,0.0,0.0,IND_FIELD_0277,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2021-UT-00278,EXP-2021-UT-TOM-0139,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Tomato,Tomato,Annual,2021,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,2.5,0,1,0.43,0.43,6.96,270.9,23.2,313.3,45.7,10.8,0.71,0.61,23.2,0,159.9,1508.0,52.8,8.0,19.2,0.619,139.57,139.57,146.25,139.57,0.0,0.0,0.0,-2250.0,IND_FIELD_0278,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-UT-00279,EXP-2023-UT-TUR-0140,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Tur / Pigeon Pea (Arhar),Tur / Pigeon Pea (Arhar),Kharif,2023,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.42,0.42,7.78,272.1,21.3,292.7,37.4,15.9,0.9,0.52,32.1,3,694.0,2086.5,67.4,12.9,13.6,0.69,7.12,7.12,7.12,7.12,0.0,0.0,0.0,0.0,IND_FIELD_0279,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-UT-00280,EXP-2023-UT-TUR-0140,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Tur / Pigeon Pea (Arhar),Tur / Pigeon Pea (Arhar),Kharif,2023,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.42,0.42,7.78,272.1,21.3,292.7,37.4,15.9,0.9,0.52,32.1,3,694.0,2086.5,67.4,12.9,13.6,0.69,8.04,8.04,7.12,8.04,0.92,12.92,0.92,2432.0,IND_FIELD_0280,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-TA-00281,EXP-2022-TA-ONI-0141,ICAR_SYNGENTA_TRIALS,India,Tamil Nadu,Tamil Nadu & Cauvery Delta,Coimbatore,11.0168,76.9558,Onion,Onion,Rabi,2022,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.51,0.51,7.77,199.8,26.4,326.7,36.1,13.5,0.97,0.47,31.1,2,278.2,2021.5,78.9,10.7,15.6,0.63,120.43,120.43,120.43,120.43,0.0,0.0,0.0,0.0,IND_FIELD_0281,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-TA-00282,EXP-2022-TA-ONI-0141,ICAR_SYNGENTA_TRIALS,India,Tamil Nadu,Tamil Nadu & Cauvery Delta,Coimbatore,11.0168,76.9558,Onion,Onion,Rabi,2022,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.51,0.51,7.77,199.8,26.4,326.7,36.1,13.5,0.97,0.47,31.1,2,278.2,2021.5,78.9,10.7,15.6,0.63,118.74,118.74,120.43,118.74,0.0,0.0,0.0,-1800.0,IND_FIELD_0282,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-MA-00283,EXP-2022-MA-SUG-0142,ICAR_SYNGENTA_TRIALS,India,Madhya Pradesh,Madhya Pradesh & Central Belt,Bhopal,23.2599,77.4126,Sugarcane,Sugarcane,Annual,2022,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.67,0.67,8.0,223.3,17.8,301.0,24.1,15.2,0.78,0.49,26.7,2,139.4,1735.5,68.7,8.3,18.3,0.677,287.48,287.48,287.48,287.48,0.0,0.0,0.0,0.0,IND_FIELD_0283,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-MA-00284,EXP-2022-MA-SUG-0142,ICAR_SYNGENTA_TRIALS,India,Madhya Pradesh,Madhya Pradesh & Central Belt,Bhopal,23.2599,77.4126,Sugarcane,Sugarcane,Annual,2022,Syngenta CropBio+,Syngenta CropBio+,Biostimulant,1,Syngenta CropBio+,3.0,0,1,0.67,0.67,8.0,223.3,17.8,301.0,24.1,15.2,0.78,0.49,26.7,2,139.4,1735.5,68.7,8.3,18.3,0.677,335.83,335.83,287.48,335.83,48.35,16.82,48.35,219710.0,IND_FIELD_0284,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-KA-00285,EXP-2023-KA-MUS-0143,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Mustard / Rapeseed,Mustard / Rapeseed,Rabi,2023,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.68,0.68,6.39,266.6,22.7,303.9,17.1,13.7,0.73,0.6,29.9,1,138.9,1943.5,59.0,11.9,17.6,0.477,6.77,6.77,6.77,6.77,0.0,0.0,0.0,0.0,IND_FIELD_0285,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-KA-00286,EXP-2023-KA-MUS-0143,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Mustard / Rapeseed,Mustard / Rapeseed,Rabi,2023,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,1.5,0,1,0.68,0.68,6.39,266.6,22.7,303.9,17.1,13.7,0.73,0.6,29.9,1,138.9,1943.5,59.0,11.9,17.6,0.477,6.9,6.9,6.77,6.9,0.13,1.92,0.13,-752.0,IND_FIELD_0286,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-PU-00287,EXP-2022-PU-RIC-0144,ICAR_SYNGENTA_TRIALS,India,Punjab,Punjab & Haryana (Indo-Gangetic),Ludhiana,30.901,75.8573,Rice (Paddy),Rice (Paddy),Kharif,2022,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.26,0.26,7.83,146.5,32.5,229.6,26.1,18.5,0.65,0.52,29.7,5,641.2,1930.5,55.4,6.4,20.7,0.704,19.99,19.99,19.99,19.99,0.0,0.0,0.0,0.0,IND_FIELD_0287,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-PU-00288,EXP-2022-PU-RIC-0144,ICAR_SYNGENTA_TRIALS,India,Punjab,Punjab & Haryana (Indo-Gangetic),Ludhiana,30.901,75.8573,Rice (Paddy),Rice (Paddy),Kharif,2022,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.26,0.26,7.83,146.5,32.5,229.6,26.1,18.5,0.65,0.52,29.7,5,641.2,1930.5,55.4,6.4,20.7,0.704,22.63,22.63,19.99,22.63,2.64,13.21,2.64,10344.0,IND_FIELD_0288,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-MA-00289,EXP-2023-MA-RIC-0145,ICAR_SYNGENTA_TRIALS,India,Madhya Pradesh,Madhya Pradesh & Central Belt,Bhopal,23.2599,77.4126,Rice (Paddy),Rice (Paddy),Kharif,2023,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.59,0.59,7.12,289.1,16.3,294.9,30.6,16.1,1.07,0.68,29.2,3,496.4,1898.0,60.2,12.7,19.0,0.745,21.66,21.66,21.66,21.66,0.0,0.0,0.0,0.0,IND_FIELD_0289,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-MA-00290,EXP-2023-MA-RIC-0145,ICAR_SYNGENTA_TRIALS,India,Madhya Pradesh,Madhya Pradesh & Central Belt,Bhopal,23.2599,77.4126,Rice (Paddy),Rice (Paddy),Kharif,2023,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.59,0.59,7.12,289.1,16.3,294.9,30.6,16.1,1.07,0.68,29.2,3,496.4,1898.0,60.2,12.7,19.0,0.745,24.96,24.96,21.66,24.96,3.3,15.24,3.3,13380.0,IND_FIELD_0290,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-TA-00291,EXP-2024-TA-TOM-0146,ICAR_SYNGENTA_TRIALS,India,Tamil Nadu,Tamil Nadu & Cauvery Delta,Coimbatore,11.0168,76.9558,Tomato,Tomato,Annual,2024,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.55,0.55,7.87,204.7,22.9,269.2,28.8,17.1,1.03,0.75,33.4,4,241.7,2171.0,57.5,11.6,21.9,0.729,157.27,157.27,157.27,157.27,0.0,0.0,0.0,0.0,IND_FIELD_0291,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-TA-00292,EXP-2024-TA-TOM-0146,ICAR_SYNGENTA_TRIALS,India,Tamil Nadu,Tamil Nadu & Cauvery Delta,Coimbatore,11.0168,76.9558,Tomato,Tomato,Annual,2024,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,2.5,0,1,0.55,0.55,7.87,204.7,22.9,269.2,28.8,17.1,1.03,0.75,33.4,4,241.7,2171.0,57.5,11.6,21.9,0.729,169.68,169.68,157.27,169.68,12.41,7.89,12.41,54836.0,IND_FIELD_0292,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2021-MA-00293,EXP-2021-MA-RIC-0147,ICAR_SYNGENTA_TRIALS,India,Madhya Pradesh,Madhya Pradesh & Central Belt,Bhopal,23.2599,77.4126,Rice (Paddy),Rice (Paddy),Kharif,2021,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.46,0.46,7.9,267.3,21.8,293.3,17.8,10.3,1.23,0.4,29.1,3,698.5,1891.5,77.4,9.5,25.0,0.563,23.69,23.69,23.69,23.69,0.0,0.0,0.0,0.0,IND_FIELD_0293,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2021-MA-00294,EXP-2021-MA-RIC-0147,ICAR_SYNGENTA_TRIALS,India,Madhya Pradesh,Madhya Pradesh & Central Belt,Bhopal,23.2599,77.4126,Rice (Paddy),Rice (Paddy),Kharif,2021,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.46,0.46,7.9,267.3,21.8,293.3,17.8,10.3,1.23,0.4,29.1,3,698.5,1891.5,77.4,9.5,25.0,0.563,25.59,25.59,23.69,25.59,1.9,8.02,1.9,6940.0,IND_FIELD_0294,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-KA-00295,EXP-2024-KA-CHI-0148,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Chickpea (Gram / Chana),Chickpea (Gram / Chana),Rabi,2024,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.66,0.66,6.89,185.0,27.0,281.9,36.5,17.7,0.92,0.57,25.9,3,78.8,1683.5,59.0,12.8,20.2,0.816,6.45,6.45,6.45,6.45,0.0,0.0,0.0,0.0,IND_FIELD_0295,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-KA-00296,EXP-2024-KA-CHI-0148,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Chickpea (Gram / Chana),Chickpea (Gram / Chana),Rabi,2024,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,1.5,0,1,0.66,0.66,6.89,185.0,27.0,281.9,36.5,17.7,0.92,0.57,25.9,3,78.8,1683.5,59.0,12.8,20.2,0.816,7.0,7.0,6.45,7.0,0.55,8.53,0.55,1180.0,IND_FIELD_0296,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-MA-00297,EXP-2024-MA-SUG-0149,ICAR_SYNGENTA_TRIALS,India,Maharashtra,Maharashtra & Vidarbha (Deccan),Nagpur,21.1458,79.0882,Sugarcane,Sugarcane,Annual,2024,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.5,0.5,8.06,202.5,13.6,375.3,37.0,10.8,1.12,0.69,28.9,4,291.8,1878.5,52.1,5.6,17.0,0.66,311.74,311.74,311.74,311.74,0.0,0.0,0.0,0.0,IND_FIELD_0297,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-MA-00298,EXP-2024-MA-SUG-0149,ICAR_SYNGENTA_TRIALS,India,Maharashtra,Maharashtra & Vidarbha (Deccan),Nagpur,21.1458,79.0882,Sugarcane,Sugarcane,Annual,2024,Syngenta CropBio+,Syngenta CropBio+,Biostimulant,1,Syngenta CropBio+,3.0,0,1,0.5,0.5,8.06,202.5,13.6,375.3,37.0,10.8,1.12,0.69,28.9,4,291.8,1878.5,52.1,5.6,17.0,0.66,350.59,350.59,311.74,350.59,38.85,12.46,38.85,176010.0,IND_FIELD_0298,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2021-MA-00299,EXP-2021-MA-GRO-0150,ICAR_SYNGENTA_TRIALS,India,Madhya Pradesh,Madhya Pradesh & Central Belt,Bhopal,23.2599,77.4126,Groundnut (Peanut),Groundnut (Peanut),Kharif,2021,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.57,0.57,7.36,274.2,20.7,230.1,31.2,7.0,0.9,0.68,25.5,2,821.9,1657.5,52.2,10.8,17.7,0.773,11.22,11.22,11.22,11.22,0.0,0.0,0.0,0.0,IND_FIELD_0299,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2021-MA-00300,EXP-2021-MA-GRO-0150,ICAR_SYNGENTA_TRIALS,India,Madhya Pradesh,Madhya Pradesh & Central Belt,Bhopal,23.2599,77.4126,Groundnut (Peanut),Groundnut (Peanut),Kharif,2021,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,1.5,0,1,0.57,0.57,7.36,274.2,20.7,230.1,31.2,7.0,0.9,0.68,25.5,2,821.9,1657.5,52.2,10.8,17.7,0.773,12.66,12.66,11.22,12.66,1.44,12.83,1.44,5274.0,IND_FIELD_0300,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-KA-00301,EXP-2022-KA-TUR-0151,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Tur / Pigeon Pea (Arhar),Tur / Pigeon Pea (Arhar),Kharif,2022,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.72,0.72,6.78,224.1,20.4,319.6,50.8,10.6,0.64,0.66,26.2,4,672.6,1703.0,66.4,9.6,20.4,0.633,7.12,7.12,7.12,7.12,0.0,0.0,0.0,0.0,IND_FIELD_0301,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-KA-00302,EXP-2022-KA-TUR-0151,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Tur / Pigeon Pea (Arhar),Tur / Pigeon Pea (Arhar),Kharif,2022,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.72,0.72,6.78,224.1,20.4,319.6,50.8,10.6,0.64,0.66,26.2,4,672.6,1703.0,66.4,9.6,20.4,0.633,8.5,8.5,7.12,8.5,1.38,19.38,1.38,4548.0,IND_FIELD_0302,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-MA-00303,EXP-2025-MA-SUG-0152,ICAR_SYNGENTA_TRIALS,India,Maharashtra,Maharashtra & Vidarbha (Deccan),Nagpur,21.1458,79.0882,Sugarcane,Sugarcane,Annual,2025,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.59,0.59,7.36,214.7,23.1,370.0,35.2,13.4,1.2,0.58,27.0,5,237.1,1755.0,82.3,10.2,20.4,0.557,333.19,333.19,333.19,333.19,0.0,0.0,0.0,0.0,IND_FIELD_0303,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-MA-00304,EXP-2025-MA-SUG-0152,ICAR_SYNGENTA_TRIALS,India,Maharashtra,Maharashtra & Vidarbha (Deccan),Nagpur,21.1458,79.0882,Sugarcane,Sugarcane,Annual,2025,Syngenta CropBio+,Syngenta CropBio+,Biostimulant,1,Syngenta CropBio+,3.0,0,1,0.59,0.59,7.36,214.7,23.1,370.0,35.2,13.4,1.2,0.58,27.0,5,237.1,1755.0,82.3,10.2,20.4,0.557,372.8,372.8,333.19,372.8,39.61,11.89,39.61,179506.0,IND_FIELD_0304,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
